location,sex,age_interval,cause_id,year,val,last_update
Lebanon,Female,20-24 years,492,2019,23.52008852,12/31/2019
Lebanon,Male,25-29 years,492,2000,33.95801721,12/31/2019
Lebanon,Female,25-29 years,492,2000,27.24118027,12/31/2019
Lebanon,Male,25-29 years,492,2001,32.35543483,12/31/2019
Lebanon,Female,25-29 years,492,2001,26.49917826,12/31/2019
Lebanon,Male,25-29 years,492,2002,30.71104238,12/31/2019
Lebanon,Female,25-29 years,492,2002,25.58647104,12/31/2019
Lebanon,Male,25-29 years,492,2003,29.59413197,12/31/2019
Lebanon,Female,25-29 years,492,2003,24.95733184,12/31/2019
Lebanon,Male,25-29 years,492,2004,29.38635194,12/31/2019
Lebanon,Female,25-29 years,492,2004,24.99577257,12/31/2019
Lebanon,Male,25-29 years,492,2005,29.77155324,12/31/2019
Lebanon,Female,25-29 years,492,2005,25.55684732,12/31/2019
Lebanon,Male,25-29 years,492,2006,30.44969166,12/31/2019
Lebanon,Female,25-29 years,492,2006,26.50122173,12/31/2019
Lebanon,Male,25-29 years,492,2007,31.0694982,12/31/2019
Lebanon,Female,25-29 years,492,2007,27.52412133,12/31/2019
Lebanon,Male,25-29 years,492,2008,31.12266924,12/31/2019
Lebanon,Female,25-29 years,492,2008,28.14407796,12/31/2019
Lebanon,Male,25-29 years,492,2009,30.81019951,12/31/2019
Lebanon,Female,25-29 years,492,2009,28.50505228,12/31/2019
Lebanon,Male,25-29 years,492,2010,30.88411916,12/31/2019
Lebanon,Female,25-29 years,492,2010,29.05275354,12/31/2019
Lebanon,Male,25-29 years,492,2011,33.29586964,12/31/2019
Lebanon,Female,25-29 years,492,2011,30.90331798,12/31/2019
Lebanon,Male,25-29 years,492,2012,38.49623331,12/31/2019
Lebanon,Female,25-29 years,492,2012,34.39103521,12/31/2019
Lebanon,Male,25-29 years,492,2013,42.69391421,12/31/2019
Lebanon,Female,25-29 years,492,2013,37.38520173,12/31/2019
Lebanon,Male,25-29 years,492,2014,43.38526284,12/31/2019
Lebanon,Female,25-29 years,492,2014,38.56403243,12/31/2019
Lebanon,Male,25-29 years,492,2015,42.66301836,12/31/2019
Lebanon,Female,25-29 years,492,2015,39.07445757,12/31/2019
Lebanon,Male,25-29 years,492,2016,41.20692883,12/31/2019
Lebanon,Female,25-29 years,492,2016,39.7486734,12/31/2019
Lebanon,Male,25-29 years,492,2017,39.72982244,12/31/2019
Lebanon,Female,25-29 years,492,2017,39.82953844,12/31/2019
Lebanon,Male,25-29 years,492,2018,38.72453922,12/31/2019
Lebanon,Female,25-29 years,492,2018,38.7998186,12/31/2019
Lebanon,Male,25-29 years,492,2019,37.49767041,12/31/2019
Lebanon,Female,25-29 years,492,2019,37.15976305,12/31/2019
Lebanon,Male,30-34 years,492,2000,30.62851319,12/31/2019
Lebanon,Female,30-34 years,492,2000,28.04543429,12/31/2019
Lebanon,Male,30-34 years,492,2001,30.18774018,12/31/2019
Lebanon,Female,30-34 years,492,2001,27.87683758,12/31/2019
Lebanon,Male,30-34 years,492,2002,30.08469005,12/31/2019
Lebanon,Female,30-34 years,492,2002,28.02455771,12/31/2019
Lebanon,Male,30-34 years,492,2003,30.25369611,12/31/2019
Lebanon,Female,30-34 years,492,2003,28.50975172,12/31/2019
Lebanon,Male,30-34 years,492,2004,30.05863912,12/31/2019
Lebanon,Female,30-34 years,492,2004,28.78102211,12/31/2019
Lebanon,Male,30-34 years,492,2005,29.57935203,12/31/2019
Lebanon,Female,30-34 years,492,2005,28.81299894,12/31/2019
Lebanon,Male,30-34 years,492,2006,29.01891648,12/31/2019
Lebanon,Female,30-34 years,492,2006,28.71742514,12/31/2019
Lebanon,Male,30-34 years,492,2007,28.20349432,12/31/2019
Lebanon,Female,30-34 years,492,2007,28.32027295,12/31/2019
Lebanon,Male,30-34 years,492,2008,27.63096233,12/31/2019
Lebanon,Female,30-34 years,492,2008,28.05565334,12/31/2019
Lebanon,Male,30-34 years,492,2009,27.73622848,12/31/2019
Lebanon,Female,30-34 years,492,2009,28.38021154,12/31/2019
Lebanon,Male,30-34 years,492,2010,28.43494586,12/31/2019
Lebanon,Female,30-34 years,492,2010,29.24682511,12/31/2019
Lebanon,Male,30-34 years,492,2011,30.70290266,12/31/2019
Lebanon,Female,30-34 years,492,2011,31.30336945,12/31/2019
Lebanon,Male,30-34 years,492,2012,34.64335538,12/31/2019
Lebanon,Female,30-34 years,492,2012,34.47677101,12/31/2019
Lebanon,Male,30-34 years,492,2013,37.69618639,12/31/2019
Lebanon,Female,30-34 years,492,2013,36.84391711,12/31/2019
Lebanon,Male,30-34 years,492,2014,38.83043268,12/31/2019
Lebanon,Female,30-34 years,492,2014,37.94955225,12/31/2019
Lebanon,Male,30-34 years,492,2015,39.35093605,12/31/2019
Lebanon,Female,30-34 years,492,2015,38.89265886,12/31/2019
Lebanon,Male,30-34 years,492,2016,39.37415998,12/31/2019
Lebanon,Female,30-34 years,492,2016,40.80706378,12/31/2019
Lebanon,Male,30-34 years,492,2017,39.69751615,12/31/2019
Lebanon,Female,30-34 years,492,2017,43.1251048,12/31/2019
Lebanon,Male,30-34 years,492,2018,40.80058625,12/31/2019
Lebanon,Female,30-34 years,492,2018,44.93406185,12/31/2019
Lebanon,Male,30-34 years,492,2019,41.79988157,12/31/2019
Lebanon,Female,30-34 years,492,2019,46.47110334,12/31/2019
Lebanon,Male,35-39 years,492,2000,33.87060092,12/31/2019
Lebanon,Female,35-39 years,492,2000,32.87199409,12/31/2019
Lebanon,Male,35-39 years,492,2001,33.20151483,12/31/2019
Lebanon,Female,35-39 years,492,2001,32.31055817,12/31/2019
Lebanon,Male,35-39 years,492,2002,32.2241415,12/31/2019
Lebanon,Female,35-39 years,492,2002,31.61848245,12/31/2019
Lebanon,Male,35-39 years,492,2003,31.27892219,12/31/2019
Lebanon,Female,35-39 years,492,2003,30.84031038,12/31/2019
Lebanon,Male,35-39 years,492,2004,30.63644011,12/31/2019
Lebanon,Female,35-39 years,492,2004,30.24344503,12/31/2019
Lebanon,Male,35-39 years,492,2005,30.55145955,12/31/2019
Lebanon,Female,35-39 years,492,2005,30.21468369,12/31/2019
Lebanon,Male,35-39 years,492,2006,30.76602284,12/31/2019
Lebanon,Female,35-39 years,492,2006,30.59385436,12/31/2019
Lebanon,Male,35-39 years,492,2007,31.24050117,12/31/2019
Lebanon,Female,35-39 years,492,2007,31.3144413,12/31/2019
Lebanon,Male,35-39 years,492,2008,31.89138795,12/31/2019
Lebanon,Female,35-39 years,492,2008,32.34701058,12/31/2019
Lebanon,Male,35-39 years,492,2009,32.07023627,12/31/2019
Lebanon,Female,35-39 years,492,2009,33.01693876,12/31/2019
Lebanon,Male,35-39 years,492,2010,31.97270099,12/31/2019
Lebanon,Female,35-39 years,492,2010,33.3230563,12/31/2019
Lebanon,Male,35-39 years,492,2011,32.67182709,12/31/2019
Lebanon,Female,35-39 years,492,2011,33.98614794,12/31/2019
Lebanon,Male,35-39 years,492,2012,34.10452643,12/31/2019
Lebanon,Female,35-39 years,492,2012,34.95221084,12/31/2019
Lebanon,Male,35-39 years,492,2013,35.45628617,12/31/2019
Lebanon,Female,35-39 years,492,2013,35.80262308,12/31/2019
Lebanon,Male,35-39 years,492,2014,36.63459721,12/31/2019
Lebanon,Female,35-39 years,492,2014,36.75034244,12/31/2019
Lebanon,Male,35-39 years,492,2015,37.80560088,12/31/2019
Lebanon,Female,35-39 years,492,2015,38.07602682,12/31/2019
Lebanon,Male,35-39 years,492,2016,38.38979581,12/31/2019
Lebanon,Female,35-39 years,492,2016,41.00601753,12/31/2019
Lebanon,Male,35-39 years,492,2017,39.35119924,12/31/2019
Lebanon,Female,35-39 years,492,2017,44.32292807,12/31/2019
Lebanon,Male,35-39 years,492,2018,41.17490191,12/31/2019
Lebanon,Female,35-39 years,492,2018,46.22659245,12/31/2019
Lebanon,Male,35-39 years,492,2019,43.00371599,12/31/2019
Lebanon,Female,35-39 years,492,2019,47.82532812,12/31/2019
Lebanon,Male,40-44 years,492,2000,34.1835982,12/31/2019
Lebanon,Female,40-44 years,492,2000,34.04955779,12/31/2019
Lebanon,Male,40-44 years,492,2001,34.93026086,12/31/2019
Lebanon,Female,40-44 years,492,2001,35.00573443,12/31/2019
Lebanon,Male,40-44 years,492,2002,36.27184861,12/31/2019
Lebanon,Female,40-44 years,492,2002,35.67587077,12/31/2019
Lebanon,Male,40-44 years,492,2003,37.48992355,12/31/2019
