Accuracy,Precision,Recall,F1 Score,last_update
0.8340425531914893,0.8134328358208955,0.8861788617886179,0.8482490272373541,2019-12-31
0.8170212765957446,0.7857142857142857,0.8943089430894309,0.8365019011406843,2019-12-31
0.7702127659574468,0.7948717948717948,0.7560975609756098,0.7749999999999999,2019-12-31
